,zcr_mean,zcr_std,tempo,rmse_mean,rmse_std,sp_centroid_mean,sp_centroid_std,sp_bandwidth_mean,sp_bandwidth_std,sp_contrast_mean,sp_contrast_std,sp_rolloff_mean,sp_rolloff_std,chroma_mean,chroma_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,genre
10,0.062538841,0.016174281,161,0.142865062,0.095918074,1409.955256,453.5050592,1512.310265,380.8002168,21.09467394,8.234673355,2765.900805,1194.924241,0.484263767,0.267320221,-173.792495,90.24477153,137.186694,32.919453,-23.72404756,32.07290287,26.97843145,22.26091326,-16.65769459,17.02429487,4.180881325,12.67512352,-12.55992935,12.26080196,5.832183397,9.083901206,-2.874318313,10.42152989,-1.197419481,8.110622905,-1.954834601,7.459938731,1.801500372,7.61046218,-2.98964735,9.690915564,blues
11,0.043730606,0.016704517,161,0.06574069,0.049999103,1352.659665,715.6361435,1756.779795,469.7092632,20.80644364,7.337268096,2880.777863,1712.719528,0.385441608,0.297077447,-287.9237487,77.01605668,124.0187568,31.56184578,5.469894939,17.38415645,33.65740708,18.56394837,1.095499414,21.0083254,14.70533381,15.34217329,-4.877007711,12.23618481,8.670523834,13.76173247,0.78540594,12.19548939,6.579525767,10.68936687,-4.874972943,9.683991752,-3.178224037,9.174757695,-5.536157868,8.123793308,blues
12,0.068601242,0.037199079,92,0.119046055,0.063661583,1360.641197,507.0161635,1567.565225,212.6887664,22.13571578,6.739981741,2738.638738,976.1653893,0.498578784,0.263269682,-207.2233286,67.64231606,132.8305641,25.812591,-15.42884417,30.57490685,60.97093321,18.20660178,0.72987148,17.69981923,12.4376491,10.06392312,1.18279876,10.4200712,-1.546622288,10.55843354,-17.87943665,9.828155694,8.352729973,9.749964381,-2.458161638,11.81678901,-0.603384446,9.632372136,0.385960438,9.299180398,blues
13,0.051151622,0.025090443,108,0.113169827,0.064721853,1324.293218,414.0953913,1828.039254,279.7830709,21.41975823,7.124227657,2710.2692,1036.532816,0.49051336,0.26206539,-209.8261503,44.38234234,124.4632145,23.27319618,10.3424563,25.74815405,47.01090876,12.19212855,6.508126872,10.10320433,15.41051619,12.09972839,-2.005106413,8.354251972,6.706564403,8.743547715,-21.55763175,9.814870082,10.71840559,9.795315047,-5.523686984,9.519447936,-2.19980624,7.692959286,-3.034863942,7.241649027,blues
14,0.044691264,0.027329019,152,0.067054532,0.05212456,1171.848227,383.7688704,1705.519299,310.780378,21.62806215,6.522301447,2344.246382,936.8012362,0.497266618,0.263793528,-305.654723,90.5217928,113.0863344,26.13840364,12.11442949,38.24165692,45.03370615,14.99819128,17.76282607,15.81562506,14.57332842,12.4456728,4.15943119,12.53888696,0.213543885,12.93244343,-7.026994283,9.881695694,13.64199075,8.764519206,8.929175529,9.480206961,1.30300568,7.925178061,5.961251635,8.021207934,blues
15,0.063425632,0.031301378,99,0.080624022,0.053188086,1420.365165,447.1677297,1731.164281,285.2266844,21.3676709,6.688324229,2929.964495,836.7191727,0.497432974,0.260295219,-238.5155529,66.17192673,120.1101772,26.99448526,-4.229359523,31.28511978,42.29070119,19.58104989,5.928562972,17.28474168,13.91726882,10.83585534,5.357867186,10.93188049,1.895557926,11.99484694,-16.93667795,9.478411129,12.35062189,8.731712717,3.945979506,9.034457952,-1.393584376,7.808889036,0.019284934,7.782874992,blues
16,0.060715206,0.024478469,103,0.081471749,0.05139108,1454.963941,390.2782642,1825.79796,341.7231858,21.06589705,7.076887002,3009.460817,1005.295984,0.557414911,0.245027267,-233.7591019,70.44912515,120.6751368,23.70845873,-3.174805816,34.75091649,39.51848038,19.91656128,3.81833701,16.89427218,18.83714225,12.49635318,-3.677817703,10.02506328,4.433138326,10.55605344,-14.96552542,10.0769037,17.57821524,10.10993263,1.841872085,10.42211027,2.549421714,8.154435034,-1.233167711,8.06450548,blues
17,0.047941945,0.019390289,161,0.09330608,0.046376359,1088.84423,481.2907415,1410.984259,264.1882717,21.72337789,6.35265982,2134.992942,1040.057731,0.537774753,0.247284848,-245.6993693,72.07566797,140.4910905,28.28975194,-2.78975482,28.22530338,60.43143421,18.97701022,18.91905135,15.35165872,9.829610133,9.983211751,3.559145457,10.88925071,0.51537223,9.666970142,-16.38768311,11.36985938,6.627509586,10.25908079,7.259214199,9.838756301,-4.014427096,8.449102349,1.602120881,8.542002135,blues
18,0.055465379,0.027788513,83,0.079706371,0.054371443,1537.587699,439.4337948,2054.529511,381.8072044,21.72358955,7.418824232,3495.515006,1351.998344,0.46780068,0.265589744,-252.4930159,53.61262403,104.9371093,24.56982183,15.33231238,25.74462533,42.66697137,12.78008016,6.783058539,9.645275732,21.60568374,10.83037791,-1.297841291,8.563089109,5.675407762,10.03008584,-16.63263508,11.21131571,12.17310227,11.11427598,-1.947284862,7.211174628,1.950844286,8.054381835,-0.890319163,6.986108704,blues
19,0.058064653,0.032088822,123,0.097659752,0.050745357,1195.470376,499.5227134,1481.31888,216.7268862,21.48626636,6.513394594,2235.264725,1099.1036,0.513422553,0.255956864,-236.6567657,74.68945009,138.409257,23.15972871,-4.91291065,34.15938124,47.6291772,17.67332608,5.184200869,21.61982906,8.876615655,9.577732599,0.513814632,9.883771515,-3.804673537,12.62495275,-14.98887015,8.800748722,10.41706848,10.23384776,-0.33363785,11.60241668,0.775984738,8.977283705,1.777318387,8.831470649,blues
20,0.052015229,0.014185186,136,0.075474493,0.049986232,1390.301558,320.8994925,1911.31458,298.1892046,20.07877033,7.187177329,3006.171716,972.5993623,0.560209672,0.242590104,-230.3576556,54.66484393,127.078335,19.93600347,7.123446619,24.53550557,39.77490072,13.2510402,1.921049309,10.83258483,17.41178126,10.00951376,-5.619415304,8.925698503,8.249393917,8.323654155,-18.11688976,7.759010305,13.83506517,8.537495835,-3.769931974,8.461594231,2.572018775,8.639309402,-4.318346192,7.917558392,blues
21,0.047807959,0.036276081,99,0.10113208,0.056818984,1046.550011,539.8891352,1481.058089,264.7391701,22.15440811,6.46288014,1830.330592,1161.557203,0.458201679,0.26814655,-264.7225778,79.63908797,138.8684453,31.64777345,11.19406258,35.85389003,48.50426051,19.28278998,14.93075628,15.77418685,20.58028572,11.40327082,3.207008555,10.95246108,1.248956143,10.22178893,-15.84645695,9.76392109,15.97846046,9.23113268,3.369132781,8.892146178,-1.51080653,8.486315862,1.905925344,8.376850685,blues
22,0.0583241,0.039067758,99,0.113425851,0.060709409,1155.781221,560.5437469,1497.964259,242.9304188,22.29029712,6.789370817,2169.033056,1154.232894,0.479333265,0.260398605,-233.9562459,80.67556095,136.1457106,30.98075028,3.324412536,34.10734393,48.9285309,19.60248497,8.715444531,17.44740026,13.96602094,12.8928399,5.366598215,10.28030214,0.399538634,11.30841331,-13.46985238,12.30709346,16.8777173,9.081824084,5.148091899,10.70158466,-2.2498216,8.802998946,3.947907967,8.130982726,blues
23,0.052132905,0.024234476,96,0.102035165,0.05971498,1209.987863,363.0129096,1497.691564,227.2104923,21.83293992,6.12431799,2521.741261,781.0851691,0.469516562,0.267670379,-227.225334,64.41333743,137.788075,22.5260391,-14.49956684,35.28492706,63.56092833,14.54147906,5.617669514,12.37237919,11.95814788,9.790872669,1.907969459,10.04226675,-1.889387698,9.37830194,-7.604215479,9.861330831,-2.47328906,9.915671143,-2.891009463,10.20364909,-9.433393112,9.375237142,-10.92921788,10.77251109,blues
24,0.047092823,0.021627488,103,0.08694727,0.050105482,1120.019467,420.0694985,1447.889899,231.9133589,21.72596504,5.982824794,2323.820648,1067.979122,0.404451823,0.291688751,-274.3658347,76.93201494,130.4112598,22.36766527,-6.351285337,36.65749732,70.40299243,17.63912841,13.26972957,15.17757889,9.473774615,12.47188645,7.735330788,11.02551955,-1.234966831,12.25832062,-0.572389418,9.702339708,-2.303354994,8.299066364,3.773516277,8.767589406,0.075612264,8.579594194,-0.938971611,11.25334412,blues
25,0.051426186,0.025142323,92,0.089215219,0.055796254,1109.352784,372.4240704,1463.217702,194.144964,21.0302314,6.299832561,2243.341758,915.5531612,0.487491992,0.256055404,-249.2845576,63.08931201,131.0046973,18.39406427,0.671433626,39.73822065,66.70394509,17.27338972,17.91480159,13.54319501,4.621687894,13.16110147,6.613104113,9.821581509,1.24252245,9.912569827,1.412566651,8.698203887,-1.589807734,9.586809192,-0.981921728,10.07837617,-3.57579077,9.227180959,-2.926955325,9.288863439,blues
26,0.051782965,0.02845318,83,0.077110194,0.07710845,1198.459085,402.3429681,1573.500275,291.2600587,21.97429464,6.217018937,2477.275946,997.1310848,0.427239664,0.28597167,-284.8483828,78.74907348,108.7495543,26.01581238,9.129681598,38.04907665,51.25131583,17.1643535,18.1237148,14.50741685,7.632778458,13.48105897,8.775374409,11.02328931,2.365381865,10.15819486,0.019261171,9.664974481,2.236927308,10.32261591,4.190629345,9.186000223,-3.304581245,9.877335652,1.614048454,8.286104239,blues
27,0.071687527,0.038342284,96,0.095810153,0.046854582,1391.841952,447.4751733,1494.954575,208.5095546,23.02539913,5.870437564,2811.698414,735.6676417,0.421608606,0.280299829,-228.1670851,53.06709985,130.3396641,26.24488032,-23.31070762,30.45330278,70.20021894,19.94006503,1.129327877,13.48649075,7.5891128,12.4004255,0.903396972,10.01087645,1.994442818,9.394216123,-6.158843363,7.865956271,-9.380718696,9.280635574,-2.563574192,10.38555649,-4.521847635,7.677681592,-0.269986063,8.230907267,blues
28,0.047559842,0.020097362,103,0.099666774,0.064386226,1115.728202,325.147348,1399.096825,230.0621373,21.40756839,6.19476632,2290.646525,798.7103858,0.437293,0.282121864,-248.9622499,70.47327857,139.0317677,19.97055652,-16.2400237,34.10016836,57.11619303,18.17525719,20.19236184,12.57527126,10.16037264,11.5381036,4.576076425,11.17614434,0.337923717,10.87227144,-7.862824725,8.355507933,-3.470246459,8.279679836,-2.648824658,8.907520833,-2.842670716,8.164708238,-0.894774777,9.763468222,blues
29,0.052648502,0.022338766,129,0.12473648,0.069371134,1648.835169,844.0039063,2189.985865,430.461289,26.45532219,8.886559132,3759.892114,2040.042253,0.38306509,0.300898977,-233.7151142,60.69920524,101.1990174,29.75790462,17.65090176,19.37398532,23.74063453,14.81005714,2.079886744,15.08457705,25.93890159,11.64761181,-16.96904141,18.40997464,15.0795685,10.66137383,-22.27737791,9.912996212,4.385384856,11.07747923,-23.19757957,12.94112524,-6.036646917,9.043987909,-5.057097743,8.996591655,blues
30,0.039177956,0.013618709,144,0.170062065,0.056461975,1379.189382,742.2805412,2004.210663,519.4874731,26.84368773,8.617820572,3016.513649,2139.075588,0.381633309,0.297106213,-206.9381122,45.03373917,117.7918378,27.63372849,23.26499249,16.77733052,28.30004707,16.16381366,-1.10228396,13.99447118,18.86718552,12.68692466,-21.97161293,14.57324753,17.84802562,11.71525634,-25.59023897,14.14962778,2.135105113,10.15361875,-17.77729781,8.555238238,-8.010591687,7.772793844,-17.62014298,8.527880582,blues
31,0.04276195,0.014417452,152,0.151517645,0.056479126,1330.715617,593.5331021,1973.410538,484.2135951,27.93086442,8.273017459,2898.788813,1926.236446,0.360410696,0.298919394,-221.8434787,50.12222134,110.8524289,24.21226607,18.63754895,13.79864884,30.92843167,13.43857944,3.296227393,14.87441805,22.58995958,10.02915838,-20.40655713,17.84936401,12.12297061,10.70089468,-26.33045845,10.44504141,-4.35413022,10.10401215,-26.38385444,11.36058919,-13.03219595,10.37924745,-12.65503825,12.09580165,blues
32,0.03912082,0.025852408,123,0.101321355,0.062855415,1309.382408,869.5186095,1883.042903,533.0512768,26.98894352,8.184592651,2763.186256,2165.074296,0.332850326,0.303204821,-288.7151103,72.95678424,105.9263486,28.82431816,18.81994865,20.84924634,23.6744617,18.51028221,5.700167879,19.51776401,25.55908664,12.80423573,-13.45049498,15.10138986,12.42951314,11.21168427,-11.96118688,14.03147386,1.589508253,11.5054193,-15.62306893,11.24981472,-6.638755373,9.057660474,-11.68578801,10.14783805,blues
33,0.0417793,0.017619267,152,0.133213505,0.047457717,1430.492433,837.1629353,2075.501263,524.6167696,27.16577162,8.565700106,3245.468387,2359.860607,0.353314359,0.297804766,-238.9511979,56.76700241,108.7054268,28.68591075,34.14584859,16.7005716,30.21114853,17.40931116,-0.502582652,15.42720663,27.29295802,11.85160078,-21.39948406,16.91341105,14.17186445,11.81469605,-24.5123123,10.83679645,-1.884265159,13.39372721,-28.05749974,11.27600989,-11.25574681,9.360207293,-16.46436289,9.520769044,blues
34,0.045446807,0.013541081,129,0.135935396,0.056768782,1537.098021,584.0191206,2157.363049,401.2486886,26.88259082,8.633423408,3602.42328,1927.281111,0.380168658,0.297220692,-217.1549111,60.00067009,105.7844599,23.10963645,15.60651011,18.92919607,25.25981971,14.80855486,-1.445764739,14.69355892,30.19950944,10.84113623,-17.71738548,14.95478584,17.3187986,11.24727109,-27.21879685,10.59272273,4.336658177,13.3150076,-20.06199631,10.73421517,-10.70078594,8.415196758,-14.23264166,10.24584449,blues
35,0.045120157,0.011133891,129,0.173378721,0.057845667,1506.872876,643.4338339,2096.692973,496.8602353,26.87704856,8.471638672,3404.186247,2045.426107,0.438735472,0.284656558,-171.773274,44.080771,120.2935828,26.33023159,15.34043122,16.40636492,21.10759568,12.11167156,-5.385008934,13.25998991,24.19536469,10.91393526,-24.13754814,12.0617323,18.54475331,10.02347163,-22.34850205,11.80612488,1.319495997,10.77816579,-20.76322645,8.250901243,-4.981887873,9.021776811,-17.10808903,9.297282322,blues
36,0.03670004,0.00939288,152,0.197746828,0.068626702,1247.35503,513.6253221,1908.092152,440.7976297,27.36607897,8.414719704,2620.189467,1739.953424,0.354819758,0.298335016,-200.199292,53.62547272,116.3630883,22.03162018,18.04737043,14.17106122,25.26357389,17.06805914,0.310053809,13.41955006,24.17725306,10.00287044,-22.22351524,17.58041809,11.18353478,9.746754531,-26.8462664,9.864318408,-7.637379449,10.51774166,-24.85609596,11.14020817,-12.01226722,9.934716059,-17.01597672,8.833149005,blues
37,0.047729568,0.022560927,123,0.069188438,0.047253974,1188.308142,607.852262,1682.835308,447.4290336,26.61538367,7.613103551,2339.291913,1730.119474,0.378565944,0.308213167,-328.5607087,86.42241901,102.7285124,25.16149241,19.83658412,26.53888323,26.70600946,13.07414744,7.145409876,15.9092895,22.72798465,15.76106739,-6.951726843,14.45757776,12.81698308,12.45266316,-10.72791324,12.58557748,-0.424694189,9.132303367,-12.37879556,10.50166737,-8.898336998,10.54580757,-9.208457471,11.28138353,blues
38,0.044036036,0.017752635,129,0.168083832,0.062611982,1514.100673,742.9442352,2141.012234,471.7383668,27.19526074,8.31125222,3451.915683,2057.823594,0.382023803,0.298504228,-192.6574702,56.72577762,111.1571093,27.5842979,21.36100685,17.26873774,26.39940566,15.83108659,-0.644347461,13.79853556,23.49151407,13.058079,-25.46989602,10.96710182,16.92310372,11.91882032,-16.9756497,13.80161079,5.775643116,9.87740076,-25.73842161,9.269307213,-5.051983997,8.56240082,-17.62748924,9.010132159,blues
39,0.035147182,0.015402417,117,0.08586248,0.051259536,1151.008993,717.5251842,1709.083976,574.6149131,26.3688493,8.034943968,2311.446967,1980.302236,0.328042677,0.303950955,-301.7305018,71.18730887,111.5428756,24.36138197,21.90022866,17.37734381,16.15112145,15.55824579,8.200672674,16.8536385,22.0843735,11.75814749,-8.597673598,16.76484837,1.488775501,11.00037751,-17.07140261,10.64494634,-8.334584226,10.66091829,-17.00835857,10.32228509,-10.57377006,9.44279043,-15.67957586,8.856329452,blues
40,0.096920484,0.023297278,117,0.134891987,0.027880967,2272.439547,449.7832024,2356.806514,224.1414522,21.30021283,9.170900598,5108.21536,762.5596328,0.590974827,0.231859799,-110.2479864,35.87451703,90.7029327,15.17614055,-2.525755713,15.0815776,74.05794127,10.68446926,-11.75332137,10.64839203,39.20773618,8.131851612,-13.16056311,9.299389394,20.5420935,7.096081042,-17.15308869,6.872353759,12.81263293,9.674637552,-21.4300727,6.415281699,5.952003456,7.001142773,-8.023324058,6.876360287,blues
41,0.101693753,0.019253354,129,0.129165843,0.02950282,2390.3901,553.7340762,2463.308269,282.9990307,21.79298304,9.34488,5403.435076,976.5627374,0.502881843,0.262641768,-107.1702651,37.63797537,88.48818681,19.47557477,-4.169412911,18.00631211,55.47771483,11.37923539,-8.013872323,10.3481852,38.41516231,8.396051533,-6.410025932,9.463503018,28.57266726,9.257529088,-19.82160801,7.402905628,13.23808925,11.17889207,-19.2530995,8.295221039,12.07236157,7.23774551,-4.578394452,7.539127675,blues
42,0.097338153,0.032892931,89,0.111001283,0.022965405,2301.609667,452.9883111,2367.518781,217.515882,23.42488479,8.611923459,5187.578454,750.5816483,0.416998083,0.291724386,-159.5516546,49.40714221,69.79762595,15.51442495,-4.398991493,22.69600583,76.84658469,10.55457527,3.918826951,10.90205091,45.17317409,6.399311702,-4.855005926,7.62744587,32.20482532,6.710984215,-9.796014854,8.267884978,7.812651873,8.174316303,-21.82110546,8.508450121,9.690987613,6.385173117,-2.587713096,8.912061814,blues
43,0.086532822,0.02074773,129,0.127385557,0.036348332,2155.879629,433.6494715,2372.127374,245.5369808,20.79960035,9.419327879,5011.574078,968.6660253,0.536674575,0.260415333,-109.1059904,47.00656685,100.6087732,15.17582132,-8.656534074,19.63756497,47.35041424,9.103945649,-6.558297668,9.473954545,39.60763773,9.622794837,-8.515619761,9.532136372,29.56554548,6.396072347,-16.58553629,7.691722653,13.16390731,10.66995951,-24.20925199,6.413623331,6.576562459,7.932293655,-8.647178048,6.602428552,blues
44,0.091654066,0.017214175,136,0.136320919,0.021771017,2278.961252,413.3955783,2375.248703,230.2212733,21.73617917,9.412628452,5198.59486,754.7561609,0.526476496,0.258512235,-109.5125992,28.74406395,86.92136532,15.09648847,-8.594189861,16.72673545,64.48952891,9.070963097,-6.301507611,7.421952694,43.6434883,6.233882216,-8.290832418,7.182881159,28.54578408,7.404890922,-14.0826748,8.809587276,8.128629781,9.243803738,-21.48808422,8.334246797,11.08833749,9.747048663,-5.091684537,9.569797999,blues
45,0.047658296,0.009273644,129,0.148358434,0.02661097,1739.134033,380.6893053,2290.407132,255.6832417,21.93615353,8.187527574,4551.14157,905.373726,0.538004324,0.25098816,-163.2167664,25.83780516,89.77884425,14.4115573,12.97625283,11.61554067,80.7023023,6.589971164,3.665380607,5.732552013,39.73874089,6.231993824,-5.40673384,6.62544334,26.4937313,5.620770477,-13.16992707,6.165727539,2.704876874,5.994911685,-20.5501348,6.236682373,6.014821532,6.146956098,-2.903658856,7.088585336,blues
46,0.058225154,0.011904563,123,0.102601632,0.030763796,1913.0116,575.8137619,2361.735333,304.2913504,21.42088047,8.397052543,4777.823081,1135.245357,0.473327884,0.28406573,-182.5737803,47.67712289,90.66755948,21.23569536,14.12454565,16.34643126,67.54922677,13.17357616,2.678699408,10.84529229,38.42982631,8.110054592,-8.410714596,12.13338728,24.12955143,8.502261268,-13.7899513,7.740694586,4.833089582,7.661940255,-16.68522863,6.666684928,5.817601423,6.525286643,-5.146696601,7.038163176,blues
47,0.074718675,0.015913393,152,0.112259291,0.022952972,2013.011665,403.3828022,2310.140449,209.9315649,22.39597079,8.663393938,4848.826029,762.3893285,0.417789698,0.277333017,-149.9402854,33.2518049,93.65088258,13.9766267,6.355069042,13.13506088,71.50347238,9.871187402,-8.121532616,9.839895047,36.19116505,6.271925421,-9.775337689,7.16910273,17.64784259,8.12750107,-21.10752208,7.451072686,-0.139680744,8.023845904,-22.20190978,6.389865173,5.421948144,5.927477328,-7.458580071,6.491248813,blues
48,0.098289762,0.019584514,123,0.123969108,0.030329989,2148.197609,407.9713517,2204.331845,282.8821493,21.61273688,9.025237111,4672.197141,907.1736122,0.509274102,0.264155552,-106.3553597,38.97106608,102.6563082,16.35682662,-20.14608899,19.2554768,59.34887916,11.16516449,-9.948383046,11.3997428,33.68739153,7.732117755,-14.17132307,10.87187713,23.52147354,9.696568165,-13.3135627,7.874690042,15.99045696,8.926804187,-18.92352982,7.879816721,7.813086428,8.296186141,-7.785446321,7.129971537,blues
49,0.039771454,0.015674543,123,0.088586882,0.021393616,1318.191465,642.0390107,1904.547957,412.2810152,22.55510533,7.1188937,3044.883186,1752.875038,0.409734445,0.28441326,-256.0166776,56.27033087,110.8558481,25.85777511,21.52578943,18.8371277,67.54189815,14.34001314,4.306012649,14.05540165,43.08662689,9.127387343,-4.494885963,8.634304209,10.41636231,8.727900714,-8.694551728,10.14256276,1.657418367,8.957931458,-20.58704902,8.327069842,-2.451857262,7.777795216,-7.119458807,8.131378433,blues
50,0.085168665,0.020196149,136,0.182338178,0.062981904,1945.533108,384.131048,2081.878472,271.1645759,21.13563228,9.137979507,4174.593628,899.0481416,0.620755831,0.234032711,-82.99971845,50.05020135,107.0858033,17.79187753,-25.33544025,18.45868439,57.10451233,14.30043202,0.085502824,11.74913487,34.68258548,8.584621234,-11.05512436,10.10973426,20.54316786,7.234663569,-11.19448025,7.815560018,14.81960711,7.712572012,-10.23333664,6.615201841,12.54602001,7.10469844,-9.753734592,6.7347234,blues
51,0.105918174,0.017006869,99,0.196675554,0.041283723,1977.234251,370.1925775,1928.108818,271.9750847,21.55830019,9.099586026,3943.448931,834.0935127,0.601505674,0.236504949,-55.6075448,31.80148206,114.9316178,17.8219806,-37.03194571,14.3858951,64.88949989,8.320691078,-7.141715067,9.728796951,15.23794075,10.73540189,-16.23267586,9.914004459,18.63157383,8.843660594,-9.752267689,8.273678566,21.45428245,8.574961337,-5.648910277,8.491650236,12.78808429,9.967617985,-16.53047678,7.479719328,blues
